title,release,synopsis,seasons,episodes,genres,img_path
Regular Show,2010,"Two bored groundskeepers, Mordecai (a six-foot-tall blue jay) and Rigby (a hyperactive raccoon) are best friends who spend their days trying to entertain themselves by any means necessary, much to the displeasure of their boss. Their everyday pursuits often lead to things spiraling out of control and into the surreal.",8,31,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/mS5SLxMYcKfUxA0utBSR5MOAWWr.jpg
Squid Game,2021,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games—with high stakes. But, a tempting prize awaits the victor.",1,9,"Action & Adventure, Mystery, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/dDlEmu3EZ0Pgg93K2SVNLCjCSvE.jpg
The Secret of the Vineyard,2021,"The family of the rich businessman Vuk Tomovic from Subotica hides many secrets, but Vera, a single mother of two sons from Negotinska Krajina, also lives in fear that her secrets will not be revealed.",2,38,"Drama, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/zSoc6ql5dPmg6o7WtYnLv2DV43K.jpg
Tamron Hall,2019,Former news host and journalist Tamron Hall discusses all things topical and engages those she interviews in thorough meaningful and entertaining conversations.,3,147,Talk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mK2vLB0iIUAk98wEufBJfWMiTPi.jpg
The Queen of Flow,2018,"After spending seventeen years in prison unfairly, a talented songwriter seeks revenge on the men who sank her and killed her family.",2,90,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fuVuDYrs8sxvEolnYr0wCSvtyTi.jpg
Days of Our Lives,1965,"The Horton and Brady broods endure the romantic trials of life in Salem, a Midwestern hamlet filled with evil geniuses, star-crossed lovers and a rich family history.",57,163,"Soap, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/7Zm7epVFEovMEVLpM6FvrjhaNXn.jpg
Komi Can't Communicate,2021,"At a high school full of unique characters, Tadano helps his shy and unsociable classmate Komi reach her goal of making friends with 100 people.",2,13,"Animation, Comedy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/rOEaKS6jdZacivHnM56NQ4yhccW.jpg
I am Luna,2016,"Although it is difficult for Luna to live in another country, she is determined to try everything to make new friends and achieve a new style of skating.",3,60,"Soap, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/mK1egVq2qMLMw4HIREUXuihKj9g.jpg
Chicago P.D.,2014,"A riveting police drama about the men and women of the Chicago Police Department's District 21 who put it all on the line to serve and protect their community. District 21 is made up of two distinctly different groups: the uniformed cops who patrol the beat and go head-to-head with the city's street crimes and the Intelligence Unit that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond.",9,22,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/onamGdLjKolUFwIW7io11IDH0uJ.jpg
Stranger Things,2016,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",4,9,"Drama, Mystery, Sci-Fi & Fantasy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/x2LSRK2Cm7MZhjluni1msVJ3wDF.jpg
Rachael Ray,2006,"Rachael Ray, also known as The Rachael Ray Show, is an American talk show starring Rachael Ray that debuted in syndication in the United States and Canada on September 18, 2006. It is filmed at Chelsea Television Studios in New York City. The show's 8th season premiered on September 9, 2013, and became the last Harpo show in syndication to switch to HD with a revamped studio. In January 2012, CBS Television Distribution announced a two-year renewal for the show, taking it through the 2013–14 season.",16,139,Talk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dsAJhCLYX1fiNRoiiJqR6Up4aJ.jpg
Hawkeye,2021,"Former Avenger Clint Barton has a seemingly simple mission: get back to his family for Christmas. Possible? Maybe with the help of Kate Bishop, a 22-year-old archer with dreams of becoming a superhero. The two are forced to work together when a presence from Barton’s past threatens to derail far more than the festive spirit.",1,6,"Action & Adventure, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/pqzjCxPVc9TkVgGRWeAoMmyqkZV.jpg
PAW Patrol,2013,PAW Patrol is a CG action-adventure for old children and preschool series starring a pack of six heroic puppies led by a tech-savvy 10-year-old boy named Ryder.,8,42,"Animation, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/tzGxAzpuGIp66d0vZzW5ycoWAsU.jpg
The 100,2014,"100 years in the future, when the Earth has been abandoned due to radioactivity, the last surviving humans live on an ark orbiting the planet — but the ark won't last forever. So the repressive regime picks 100 expendable juvenile delinquents to send down to Earth to see if the planet is still habitable.",7,16,"Sci-Fi & Fantasy, Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/wcaDIAG1QdXQLRaj4vC1EFdBT2.jpg
La Desalmada,2021,"Fernanda Linares (Livia Brito) is a woman thirsty for revenge after the murder of her husband on their wedding night, where in addition, Fernanda was a victim of rape after the event occurred. However, Fernanda's life will change when she meets Rafael Toscano (José Ron), a handsome young man who recently just received his university degree with whom she will empathize and return to Fernanda the opportunity to love again.",1,85,"Soap, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/mOXCTdOjHEjynwbWXgOmLw48sjq.jpg
Young Sheldon,2017,"The early life of child genius Sheldon Cooper, later seen in The Big Bang Theory.",5,22,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5Gf83qYgLY8Qivn7jpv5nxxZPu6.jpg
The Bold and the Beautiful,1987,Continuing drama combining romance and intrigue set against the glittering backdrop of Beverly Hills and the American fashion industry.,35,155,"Soap, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/1LsYmbJHKp1bp1JxX7HkcOr9ddv.jpg
The Wheel of Time,2021,"Follow Moiraine, a member of the shadowy and influential all-female organization called the “Aes Sedai” as she embarks on a dangerous, world-spanning journey with five young men and women. Moiraine believes one of them might be the reincarnation of an incredibly powerful individual, whom prophecies say will either save humanity or destroy it.",1,8,"Sci-Fi & Fantasy, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/mpgDeLhl8HbhI03XLB7iKO6M6JE.jpg
iCarly,2021,"Ten years after signing off of one of TV's most iconic shows, Carly, Spencer, and Freddie are back, navigating the next chapter of their lives, facing the uncertainties of life in their twenties.",2,10,Comedy,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fb1xE9XHRwX9FK7UiVJDepQKo26.jpg
Castle,2009,"After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",8,22,"Drama, Crime",https://image.tmdb.org/t/p/w600_and_h900_bestv2/diXBeMzvfJb2iJg3G0kCUaMCzEc.jpg
Sin senos sí hay paraíso,2016,A young woman born in a mafia-controlled town seeks revenge on those who wrongfully harmed and imprisoned her family.,4,95,"Action & Adventure, Crime, Drama, Mystery",https://image.tmdb.org/t/p/w600_and_h900_bestv2/7lBJ6lOS0uQqsH13U9iMTikawQS.jpg
Miraculous: Tales of Ladybug & Cat Noir,2015,"Normal high school kids by day, protectors of Paris by night! Miraculous follows the heroic adventures of Marinette and Adrien as they transform into Ladybug and Cat Noir and set out to capture akumas, creatures responsible for turning the people of Paris into villains. But neither hero knows the other’s true identity – or that they’re classmates!",4,26,"Action & Adventure, Animation, Kids",https://image.tmdb.org/t/p/w600_and_h900_bestv2/psDcRgUX38cIeGeADwLRPyO7SYC.jpg
Bel-Air,2022,The journey of a book smart teen whose life is forever transformed when he moves from the streets of west Philadelphia to live with his relatives in one of LA’s wealthiest suburbs.,1,10,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8Qcjj6WikAVPGoRjrV1oMYcEcGw.jpg
Reacher,2022,Jack Reacher was arrested for murder and now the police need his help. Based on the books by Lee Child.,1,8,"Action & Adventure, Mystery, Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/bQnnKBe3VsvXKMoNCaYmRzs1Dup.jpg
Mayans M.C.,2018,"Set in the aftermath of Jax Teller’s death, Ezekiel ""EZ"" Reyes is fresh out of prison and a prospect in the Mayans M.C. charter on the Cali/Mexi border. Now, EZ must carve out his new identity in a town where he was once the golden boy with the American Dream in his grasp.",4,7,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/pneaBHGQ5BqGJ3afxlPezL5czZB.jpg
The View,1997,"ABC Daytime's morning chatfest, currently featuring Whoopi Goldberg, Joy Behar, Sunny Hostin, Meghan McCain, and Abby Huntsman, discussing the most exciting events of the day. Hot topics in the news, the best experts in their field, celebrity interviews and general entertainment are all part of The View.",25,151,Talk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zn5ZtKXYo8XOoXUgtQxw7q2CjVt.jpg
Amor Amor,2021,"This is the story of a woman who fell in love and was betrayed. Her beloved was successful at the expense of a song that stole from her, while she was forced to fight for survival, far from her homeland.",2,153,Soap,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wksRAOMoyHDxJWSW6bG4MyECW9G.jpg
Chicago Fire,2012,"An edge-of-your-seat view into the lives of everyday heroes committed to one of America's noblest professions. For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating. These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.",10,22,Drama,https://image.tmdb.org/t/p/w600_and_h900_bestv2/yrV8eSwhCkMAJVZUK65PXTfYOqq.jpg
South Park,1997,"Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",25,6,"Animation, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/iiCY2QIGSnmtVkIdjkKAfwDs0KF.jpg
Ice Age: Scrat Tales,2022,"Scrat experiences the ups and downs of fatherhood, as he and the adorable, mischievous Baby Scrat, alternately bond with each other and battle for ownership of the highly treasured Acorn.",1,6,"Animation, Family, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/mTfYwY7DELH08SeO8LyUMe9Tvfr.jpg
The Boys,2019,A group of vigilantes known informally as “The Boys” set out to take down corrupt superheroes with no more than blue-collar grit and a willingness to fight dirty.,3,8,"Sci-Fi & Fantasy, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/stTEycfG9928HYGEISBFaG1ngjM.jpg
Maury,1991,Maury is a syndicated American tabloid talk show hosted by Maury Povich.,24,85,Talk,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6snpIOldoSfBMz9HcnfDfjhkwOt.jpg
KinnPorsche The Series,2022,"Porsche, a down and about waiter who carries the hopes and dreams of his brother on his shoulders is thrust into the feuding world of the mafia. He reluctantly becomes a bodyguard for the major clan, which only brings more problems to his life. The main source of his strife is with Kinn, but the more obstacles and trials that they get through together the closer they become. The feelings of passion start to form between them and they soon fall in love with one another. Porsche has to encounter many mysteries that are too coincidental not to be connected. It all revolves around the death of his parents and the events of the will be a key variable in the transformation.",1,15,"Drama, Action & Adventure",https://image.tmdb.org/t/p/w600_and_h900_bestv2/hdPLe50HbZHsETXQRcIP8gw7cKz.jpg
NCIS,2003,"From murder and espionage to terrorism and stolen submarines, a team of special agents investigates any crime that has a shred of evidence connected to Navy and Marine Corps personnel, regardless of rank or position.",19,21,"Crime, Action & Adventure, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/lSTchtc26YNdOjdKvZtLs22SokL.jpg
The Street,2005,Ulice is a Czech soap opera produced and broadcast by Nova. In the Czech language Ulice means street.,17,187,"Drama, Comedy",https://image.tmdb.org/t/p/w600_and_h900_bestv2/gFEHva8Csx18hMGJJZ6gi4sFSKR.jpg
Baki the Grappler,2001,"Baki Hanma is a young fighter who yearns to follow in the footsteps of his father, Yujiro, and become the strongest fighter in the world. Through that he trains tirelessly and fights constantly to hone his skills and develop his body to achieve these goals. Many intense battles lay ahead of Baki as he goes about his quest to be the best and ultimately take the title of ""King"" from his father.",2,24,"Animation, Action & Adventure, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/9LqCt1xQb6yMyfxzBNKZGPZ4q9e.jpg
Once,2017,"The series revolves around Gabo, a soccer-loving teenager who, upon receiving a scholarship from the prestigious Sports Academic Institute (IAD) of Buenos Aires, will see his dream of playing at Los Halcones Dorados, the renowned amateur team of the school, and also his longing to become a professional footballer.",3,60,"Comedy, Family",https://image.tmdb.org/t/p/w600_and_h900_bestv2/d4vPg3QsTJJh6C5MHARTb5CyqOu.jpg
Money Heist,2017,"To carry out the biggest heist in history, a mysterious man called The Professor recruits a band of eight robbers who have a single characteristic: none of them has anything to lose. Five months of seclusion - memorizing every step, every detail, every probability - culminate in eleven days locked up in the National Coinage and Stamp Factory of Spain, surrounded by police forces and with dozens of hostages in their power, to find out whether their suicide wager will lead to everything or nothing.",3,10,"Crime, Drama",https://image.tmdb.org/t/p/w600_and_h900_bestv2/reEMJA1uzscCbkpeRJeTT2bjqUp.jpg
